# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   88       3.554027142027e-10       9.993297323602e-14      -2.906066194785e-12       2.697778986858e-16       1.102329197629e-11       2.674986071027e-12      -8.728853387671e-15 
   89       3.600018260437e-10       1.021948507491e-13      -3.004764279185e-12       2.760142005810e-16       1.070801809993e-11       2.607727280435e-12      -8.640117260193e-15 
   90       3.646340856570e-10       1.044361310375e-13      -3.103701687928e-12       2.823272186074e-16       1.040340152597e-11       2.542679612585e-12      -8.558505629490e-15 
   91       3.692995537320e-10       1.066542809463e-13      -3.202787631358e-12       2.887175130531e-16       1.010947730573e-11       2.479846626943e-12      -8.483092904265e-15 
   92       3.739980914250e-10       1.088467461066e-13      -3.301929848581e-12       2.951856728939e-16       9.826174581733e-12       2.419208614121e-12      -8.412812789390e-15 
   93       3.787293510067e-10       1.110109521786e-13      -3.401034645935e-12       3.017323164492e-16       9.553312385083e-12       2.360721673589e-12      -8.346453753735e-15 
   94       3.834927665092e-10       1.131443060943e-13      -3.500006935458e-12       3.083580920380e-16       9.290595432736e-12       2.304316791383e-12      -8.282654497994e-15 
   95       3.882875443740e-10       1.152441973010e-13      -3.598750273351e-12       3.150636786345e-16       9.037609924848e-12       2.249898917814e-12      -8.219899422510e-15 
   96       3.931126540994e-10       1.173079990037e-13      -3.697166898445e-12       3.218497865245e-16       8.793819342090e-12       2.197346045179e-12      -8.156514095105e-15 
   97       3.979668188877e-10       1.193330694086e-13      -3.795157770671e-12       3.287171579605e-16       8.558560242972e-12       2.146508285469e-12      -8.090660718903e-15 
   98       4.028485062933e-10       1.213167529656e-13      -3.892622609521e-12       3.356665678185e-16       8.331038061163e-12       2.097206948076e-12      -8.020333600156e-15 
   99       4.077561911067e-10       1.232564447795e-13      -3.989460600330e-12       3.426988030617e-16       8.110508600211e-12       2.049276517372e-12      -7.943841559784e-15 
  100       4.126892067114e-10       1.251497915644e-13      -4.085572544095e-12       3.498145963987e-16       7.896860934748e-12       2.002699363312e-12      -7.861342930293e-15 
  101       4.176469975015e-10       1.269945215945e-13      -4.180859085033e-12       3.570146844036e-16       7.690109649002e-12       1.957488486855e-12      -7.773520569987e-15 
  102       4.226288514264e-10       1.287883860582e-13      -4.275220115912e-12       3.642998282627e-16       7.490214577974e-12       1.913645925129e-12      -7.681115668813e-15 
  103       4.276338939381e-10       1.305291610673e-13      -4.368554824607e-12       3.716708141738e-16       7.297078855645e-12       1.871162349142e-12      -7.584929118537e-15 
  104       4.326610819385e-10       1.322146496654e-13      -4.460761740666e-12       3.791284537450e-16       7.110546963171e-12       1.830016661490e-12      -7.485822882911e-15 
  105       4.377091977270e-10       1.338426838368e-13      -4.551738781869e-12       3.866735843941e-16       6.930402777083e-12       1.790175594060e-12      -7.384721367858e-15 
  106       4.427768429476e-10       1.354111265146e-13      -4.641383300792e-12       3.943070697469e-16       6.756367617488e-12       1.751593305745e-12      -7.282612791637e-15 
  107       4.478624325362e-10       1.369178735899e-13      -4.729592131362e-12       4.020298000369e-16       6.588098296268e-12       1.714210980144e-12      -7.180550555023e-15 
  108       4.529641886682e-10       1.383608559204e-13      -4.816261635424e-12       4.098426925039e-16       6.425185165280e-12       1.677956423275e-12      -7.079654611480e-15 
  109       4.580801347058e-10       1.397380413387e-13      -4.901287749300e-12       4.177466917934e-16       6.267150164552e-12       1.642743661279e-12      -6.981112837334e-15 
  110       4.632083425025e-10       1.410475011052e-13      -4.984567268327e-12       4.257427125559e-16       6.113554160924e-12       1.608492418563e-12      -6.885925998842e-15 
  111       4.683477232757e-10       1.422876146223e-13      -5.066001787411e-12       4.338314580424e-16       5.964338764351e-12       1.575190248497e-12      -6.794102618026e-15 
  112       4.734973270923e-10       1.434568948001e-13      -5.145494354262e-12       4.420135789316e-16       5.819524807520e-12       1.542837638229e-12      -6.705363151974e-15 
  113       4.786560950375e-10       1.445539285661e-13      -5.222948334551e-12       4.502897288875e-16       5.679106098212e-12       1.511428634498e-12      -6.619386048436e-15 
  114       4.838228556518e-10       1.455773795072e-13      -5.298267470642e-12       4.586605643895e-16       5.543048541611e-12       1.480950636725e-12      -6.535806596064e-15 
  115       4.889963213687e-10       1.465259905116e-13      -5.371355940316e-12       4.671267445639e-16       5.411289262610e-12       1.451384190111e-12      -6.454215774659e-15 
  116       4.941750849518e-10       1.473985864112e-13      -5.442118415502e-12       4.756889310148e-16       5.283735728115e-12       1.422702778722e-12      -6.374159105411e-15 
  117       4.993576159321e-10       1.481940766231e-13      -5.510460121004e-12       4.843477876547e-16       5.160264869359e-12       1.394872618590e-12      -6.295135501139e-15 
  118       5.045422570456e-10       1.489114577920e-13      -5.576286893229e-12       4.931039805358e-16       5.040722204202e-12       1.367852450799e-12      -6.216596116538e-15 
  119       5.097272206705e-10       1.495498164320e-13      -5.639505238915e-12       5.019581776811e-16       4.924920959442e-12       1.341593334581e-12      -6.137943198416e-15 
  120       5.149105852645e-10       1.501083315685e-13      -5.700022393857e-12       5.109110489149e-16       4.812641193120e-12       1.316038440408e-12      -6.058528935941e-15 
  121       5.200902918023e-10       1.505862773806e-13      -5.757746381641e-12       5.199632656940e-16       4.703628916826e-12       1.291122843085e-12      -5.977654310879e-15 
  122       5.252641402127e-10       1.509830258427e-13      -5.812586072364e-12       5.291155009389e-16       4.597595218012e-12       1.266773314839e-12      -5.894567947838e-15 
  123       5.304299906119e-10       1.512980912129e-13      -5.864452195095e-12       5.383684363564e-16       4.494278352629e-12       1.242924746251e-12      -5.808649351761e-15 
  124       5.355864007676e-10       1.515312636567e-13      -5.913260381847e-12       5.477227857229e-16       4.393639969716e-12       1.219571985811e-12      -5.719984905239e-15 
  125       5.407320554950e-10       1.516824960249e-13      -5.958928585604e-12       5.571792739696e-16       4.295689880350e-12       1.196723593581e-12      -5.628856184176e-15 
  126       5.458655664887e-10       1.517518663227e-13      -6.001376223471e-12       5.667386298217e-16       4.200424728099e-12       1.174385671486e-12      -5.535561795300e-15 
  127       5.509854703719e-10       1.517395806813e-13      -6.040524242902e-12       5.764015856877e-16       4.107827606769e-12       1.152561787229e-12      -5.440417677134e-15 
  128       5.560902267447e-10       1.516459763291e-13      -6.076295187934e-12       5.861688775498e-16       4.017867678150e-12       1.131252898206e-12      -5.343757400963e-15 
  129       5.611782162328e-10       1.514715245627e-13      -6.108613265416e-12       5.960412448535e-16       3.930499789760e-12       1.110457275429e-12      -5.245932471802e-15 
  130       5.662477385364e-10       1.512168337182e-13      -6.137404411245e-12       6.060194303974e-16       3.845664092596e-12       1.090170427439e-12      -5.147312629366e-15 
  131       5.712970104783e-10       1.508826521429e-13      -6.162596356593e-12       6.161041802235e-16       3.763285658875e-12       1.070385024222e-12      -5.048286149032e-15 
  132       5.763241640532e-10       1.504698711658e-13      -6.184118694143e-12       6.262962435070e-16       3.683274099785e-12       1.051090821135e-12      -4.949260142816e-15 
  133       5.813272444759e-10       1.499795280695e-13      -6.201902944318e-12       6.365963724457e-16       3.605523183226e-12       1.032274582811e-12      -4.850660860332e-15 
  134       5.863042082298e-10       1.494128090610e-13      -6.215882621513e-12       6.470053221508e-16       3.529910451564e-12       1.013920007089e-12      -4.752933989767e-15 
  135       5.912529211164e-10       1.487710522433e-13      -6.225993300329e-12       6.575238505360e-16       3.456296839369e-12       9.960076489217e-13      -4.656544958845e-15 
  136       5.961711563027e-10       1.480557505862e-13      -6.232172681802e-12       6.681527182078e-16       3.384526291166e-12       9.785148442976e-13      -4.561979235795e-15 
  137       6.010567536365e-10       1.472685376575e-13      -6.234360991308e-12       6.788926083386e-16       3.314458720889e-12       9.614208756706e-13      -4.469648711915e-15 
  138       6.059081203254e-10       1.464111368594e-13      -6.232502078549e-12       6.897438771602e-16       3.246073548665e-12       9.447232325614e-13      -4.379599278745e-15 
  139       6.107237786084e-10       1.454854125481e-13      -6.226542557498e-12       7.007067773226e-16       3.179376203040e-12       9.284228971672e-13      -4.291773420999e-15 
  140       6.155022082203e-10       1.444933896382e-13      -6.216431552647e-12       7.117815349821e-16       3.114365571542e-12       9.125192114085e-13      -4.206101127484e-15 
  141       6.202418454635e-10       1.434372564645e-13      -6.202120767341e-12       7.229683491832e-16       3.051033830053e-12       8.970098341155e-13      -4.122499595952e-15 
  142       6.249410822805e-10       1.423193676437e-13      -6.183564552117e-12       7.342673912404e-16       2.989366272180e-12       8.818906982146e-13      -4.040872937946e-15 
  143       6.295982653261e-10       1.411422469364e-13      -6.160719973037e-12       7.456788041208e-16       2.929341138632e-12       8.671559679146e-13      -3.961111883654e-15 
  144       6.342116950395e-10       1.399085901091e-13      -6.133546880029e-12       7.572027018256e-16       2.870929446589e-12       8.527979958930e-13      -3.883093486757e-15 
  145       6.387796247166e-10       1.386212677953e-13      -6.102007975224e-12       7.688391687725e-16       2.814094819074e-12       8.388072804821e-13      -3.806680829279e-15 
  146       6.433002595822e-10       1.372833283582e-13      -6.066068881288e-12       7.805882591775e-16       2.758793314329e-12       8.251724228560e-13      -3.731722726436e-15 
  147       6.477717558623e-10       1.358980007518e-13      -6.025698209766e-12       7.924499964368e-16       2.704973255184e-12       8.118800842160e-13      -3.658053431486e-15 
  148       6.521922198563e-10       1.344686973833e-13      -5.980867629413e-12       8.044243725092e-16       2.652575058431e-12       7.989149429778e-13      -3.585492340582e-15 
  149       6.565597070091e-10       1.329990169743e-13      -5.931551934535e-12       8.165113472980e-16       2.601531064196e-12       7.862596519572e-13      -3.513843697619e-15 
